address,label
CAMİKEBİR MAH.85/12 SOK NO:6 SEVİNCER KONUTLARI B/BLOK D: 8 SEFERİHİSAR/İZMİR CAMİKEBİR SEFERİHİSAR İzmir,2386
"Hilaliye Cad (151. Cad) No:109/3 
(4 Mevsim Gazozcusu bitişiği)",8332
Onur mahallesi mandalin sokak no2 d1 k1 Park apartmanı A blok ,4192
29 Ekim Mh. 155. sok no:17 magna kent sitesi a blok Kat: 6 d:54 MENEMEN İZMİR,7414
Dirmil mahallesi 6730sokak6/2 Yalıkavak,9965
4167 SOK. NO:16 KAT:1 DA:1,3639
1637/7 sk. NO:8 Kat:2 Çiçek Mahallesi,6468
1056. Sk. No:12/1,2017
uğur mumcu blv no:41 MUSKİ,10237
535/1 sokak no 27/c da 7 SELCUK BEY MAH ,839
Kasımpaşa Mah Kasımpaşa Mah.Kuva-i Milliye Cd.No:4-6 D :9 Menderes/İzmir Orhan Deveci Mali Müşa virlik Ofisi     Menderes İzmir Kasımpaş a Mah  Menderes İZMIR Türkiye,2674
Peker mah. 1710 SK. 23/8 Avcı Apt.  PEKER ŞEHZADELER Manisa,7873
128/2 şok no 8 kat 1 daire 1 AŞAĞI ÇİVRİL Denizli,2824
1374 cadde 11I kapı ada no 589 kuşadası aydın SOĞUCAK MAH,823
511 sokak no 9/1 daire 3 KIZILAY BORNOVA İzmir,6530
Süleyman Demirel Mah. Süleyman Demirel mah.1103 sokaka Ata Apt No:5/1,2599
ORHANİYE MAH. CUMHURİYET CAD. EREN APT. NO:15/A Muğla Menteşe,10208
Ersoy cad no 104 d 2  KIZILAY BORNOVA İzmir,6526
İzmir Torbalı Atatürk mahallesi 1559sk no 20/A,2239
GÜLYAKA MAH. 3036 SK. AYDIN NO: 34 D: 1 35110 KARABAĞLAR/İZMİR,4405
hisar mahallesi koşuyolu caddesi kyk kız öğrenci yurdu,1751
"İzmir, Foça, Mersinaki Cad. No:119 Kasman Apt. D :5 Eski Foca / Turkey 35 000",8079
126/2 sok no:1 akman sitesi d/blok kat:7 d:27,5739
Easy Point Esnaf - Bağlam Market - Erzene Mahallesi 31.Sokak No:30 ERZENE BORNOVA İzmir,6173
Kötekli mahallesi 54.Cadde C1-8/8 Toki Menteşe Muğla  ,10153
Turgutalp mahallesi sağlık sokak no 11 kat 2  ,8747
Atatürk mahalle 1034 sokak no 12 daire 8 kat 4 selçuk izmir ATATÜRK SELÇUK İzmir,1934
Atatürk Mh. 63/2 sokak Bina No:4 Kat:2 Daire No:7 Buca/İzmir,4018
"atatürk mah. 212 sok. no:3, vito veterinet kliniğinin arasındaki sokak, gelince arayın lütfen ATATÜRK BUCA İzmir",4020
dedebaşı mah 6116/1 sk 13/5 güneş ap kat 3 dedebaşı mah 6116/1 sk,6344
adnan süvari mah. 108/11 sok. no:32 pırlanta gold apt. kat:6 daire:24 karabağlar/izmir Pırlanta Gold Apt. Daire:24 Kat:5,4295
Ulu önder caddesi köşk apartmanı no 42 kat6 daire 21 izmir yeşilyurt Köşk apartmanı no42 kat 6 daire 21,4772
Gündoğan mah. Șehit Uğur Öztop cad. Tepecik Sok. No: 18/1 Gündoğan ,10057
Muslihittin Mahallesi Özgür sokak Yükselis Apartmani B Blok NO:4 Kat:5 Daire:10,10217
474 sokak no 76 kat 3 daire 9 Osman Nuri apt,4969
113/17 sokak no:2/7 saraykent 4 evka3 Erzene mah - Bornova,6175
Turan mahallesi Atatürk bulvarı no 122 kat 3 daire 310 TURAN TURGUTLU Manisa,7080
ARMUTALAN MAH. M.F.ÇAKMAK CD. NO.30/A - MARMARİS,9359
" İZMİR TORBALI ATATÜRK MAHALLESİ , 1594. SK. NO:62 KAT 2 NO.: Atatürk, 1594. Sk. No:62 KAT: Atatürk, 1594. Sk. No:62 DAIRE: 2 TORBALI İzmir TR ",2237
Denizli Pamukkale / Merkez Zeytinköy mahallesi 3025 sokak no:24 taksim:6 20160 ZEYTİNKÖY PAMUKKALE Denizli,344
Akçay Caddesi No:284/1-A Gaziemir / İZMİR - Ekmekçiler Grup ATIFBEY GAZİEMİR İzmir,2975
Mithatpaşa mahallesi 140. Sk. no.19 daire.5 erimer apt. MİTHATPAŞA KONAK İzmir,4684
İstiklal mahallesi mücadele caddesi bozkurt apartmanı kat 1 daire no 1 Efeler/AYDIN İSTİKLAL EFELER Aydın,1271
Gölbaşı Mahallesi Menderes Bulvarı No:109/1 Mumcular Bodrum Bodrum,10005
İzmir Bornova Gediz Caddesi no 21 B blok daire 4,6101
Kasimpaşa Mah. Kasımpaşa mahallesiatatürk caddesi No 27 sarıkaya mobilya menemen izmir,7757
2074 Sok No 15 Mavi Evler Sitesi E Blok Kat 2 D2,3553
Uğur Mumcu MH.1271 SK. No27/12 Barış ap. menemen/İzmir,7551
"Aydın, Kuşadası, 4311. Sokak No.6 Nazilli Sitesi Aydin Eski Kapı Numarasi 25 Kadıkalesi Mah",953
Aydın/Efeler Yedieylül mahallesi izmir bulvarı No17/2 nisan apartmanı 1.kat,1261
CEVAT ŞAKİR MAH.TURGUTREİS CAD. NO:287/A CEVAT ŞAKİR BODRUM Muğla,9775
Yahşelli mahallesi 6301. Sokak No:5 A blok daire:3 menemen izmir YAHŞELLİ MENEMEN İzmir,7767
göcek mah. sümbül sok no :14 fethiye/muğla blues yatçılık,9143
Yeni Evler Mahallesi 680. Sokak No 1 Daire 1,8912
2977sk  No.22 Kat.2 D.5 GÜLYAKA KARABAĞLAR İzmir,4386
Barış mah 949. Sok gülnar sitesi no :2 Salihli manisa,6203
Çestepe  mah 3433 sokak no 15,1204
Gumuldur inonu mah. Meryemana Caddesi no 105,2024
"İzmir, Çeşme, Çiftlik Mahallesi 19.sokak No:28/2 / Turkey 35000",2827
Patlangiç Mah. Patlangıç mah.patlangıç ölüdeniz caddesi 71/2 türsap üstü erday apartmanı,8867
162. Sokak no 26 kat 3 BASIN SİTESİ KARABAĞLAR İzmir,4717
"İnkilap Mah. 569 Sk. No:32 D:16 Şirinyer Buca İzmir, Meltem Apt.",4449
İhsan Sungur SK. No.73 K.3 D.3 EĞİTİM BALÇOVA İzmir,4194
Yunus Emre Mahallesi 4070 Sokak No 115 Melek Apartmanı Daire 3 Kat 3,3618
"Patlangıç mah. 346sokak,  bina 13 dayre 5. FETHİYE Muğla",8785
DALYAN Dalyan mh. 4000 sokak no 31,3370
"Manisa, Salihli, Cumhuriyet Mah Menderes Cad No33 Taksim/b Alibilginphotographer Cumhuriyet Mah",6609
Refet bele mahallesi 9131/24 sokak no:3 kat:3 daire:6 ,3821
Manisa/Akhisar/Paşa Mah./144.sokak No:60 Lezzet Pide Lezzet Pide Salonu,8406
"İzmir, Selçuk, Ataturk Mah. 1038 Sokak No. 11 Kat: 4 Daire:8 Atatürk Mah",1933
OVACIK MAH 7140 Sok. Mimarin Ovacik Evle ri 24/2 Cesme Ev,2777
1025 sokak 78.C blok no 12 emek apartmanı kat 5 daire 23 evka 4 bornova EVKA 4 BORNOVA İzmir,7069
1517sokak no:23 ege mahalesi,5307
721 sokak no:6/2 şehzadeler,7888
BAYRAKLI Ekrem Akurgal sokak no:68 daire:17 b/blok sabır 2 apartmanı bayraklı/izmir IZMIR/BAYRAKLI,6017
uğur mumcu mah. 1295 sok. Park apt no:15/1,7547
Kazım Karabekir Cd no 50 a ERZENE BORNOVA İzmir,5775
"Fesleğen Mah. Emek Cad. No 73 Yıldızevler Apartmanı A Blok Kat 3 Daire 14
 Pamukkale / Denizli",666
10006 sokak mustafa kemal atatürk bulvarı mimosa  cafe çiğli izmir,6229
Gündoğan mah Kızılburun cd Swisstel ilerisi Aruna sitesi no:31 villa,10053
"Dokuz Eylül, Doğan Trend Otomobilite - İzmir Suzuki, Akçay Caddesi No:145, Gaziemir/İzmir, Türkiye",3241
Fevzi Çakmak mahallesi 8106 sokak no 47 kat 2 İzmir torbalı ayrancılar,2590
Laleli mahallesi özsaruhan bulvarı no13 kat1 paykocu apartmanı manisa/yunusemre,7809
EJDER SOKAK NO:28 A3 57 LİLER SİTESİ,4135
Atatürk Bulvarı Karaçulha Mahahallesi No 68 Mobilya Salonu,8922
"Gazi Tekel Cumhuriyet Bulvarı 1453 Sokak No 3/c 1453 Gazi Market Alsancak Mahallesi, 0, Konak, İzmir, Türkiye, 0 Giriş Katı Gazi Market İzmir",5432
"1135.sok gümüşlük el sanatları çarşısı b-19 numaralı stant
MAVİ GÜMÜŞLÜK BODRUM Muğla",9815
Zübeyde Hanım Kız Kyk Yurdu ?Erzene Mah. Atatürk Caddesi Ege Üniversitesi kampüs içi no: 172/57 Bornova/İzmir,5544
Sehit Hasan kuzu caddesi No :55 C,7826
DERE Mah. dere mahallesi esentepe caddesi 10. sokak no:27 kat 2 ,46
Aykan şeker sokak No:7/2  GÖKOVA ULA Muğla,9886
1439 sok No:11/B 35220 ALSANCAK KONAK İzmir,5265
Doğanay Mahallesi 9104 Sok No 13 D 3,4383
Çırkan Mahallesi Paşa Dede Caddesi Park Bodrum Evleri A18/1 Konacık Bodrum,9914
GUVEN MH 392 SK NO:3 D:1 BUCA/İZMİR GÜVEN BUCA İzmir,4469
Barış caddesi no 28 kat 2 daire 2 toros KONAK / İZMİR,5009
Gazi Mustafa Kemal mh. 4122. Sk Ergin suit daire 7 zemin kat bina no 1,7472
8782/1 sok:11 D.2,7165
Milas 18 nolu Asm İsmetpaşa mah. Halil Bey Bul. Sanayi laviağı ,10321
İstiklal mahallesi 601. Sk. No:7/1 Daire:1 İSTİKLAL NAZİLLİ Aydın,1800
Rafet Paşa Mh. 5252 sok.No:3 K:2 BORNOVA İZMİR,5520
8087/14 sokak yakakent Mh. Sirius Loft evleri No:5 Daire:6 Çigli/İzmir YAKAKENT ÇİĞLİ İzmir,7205
CATALARIK MAHALLESI TURGUT OZAL BULVARI 120A/1 MUGLA/FETHIYE,9022
Cumhuriyet Vatan CD.No 17/1 (Garaj üstü) Saruhanlı Manisa TR ,8120
80/2 Sokak No:C1/8 Irmak Apt. K:2 D:6 Gazikent Mah. Gaziemir - İZMİR GAZİKENT GAZİEMİR İzmir,2980
Kaplanın Ambalaj İzmir-Ankara Asfaltı Cad. No:75/1 35710 Kemalpaşa/İZMİR Kemalpaşa osb mah - Kemalpaşa,5813
2. Anafartalar mahallesi 1526 sokak 5/A cevher evleri Manisa Şehzadeler Atölye TNY,7868
6223/3 sk. Öndeş apt. No:5 daire:2 şemikler mh. Karşıyaka izmir  Tolga Göçeri,6292
TEVFİKİYE Mah. Tevfikiye mahallesi atatürk 56. Sokak no:84 ,8548
Albayrak Mahallesi Kırgız Sokak kapı no 17 iç kapı no 1,7114
9139/2. Sk. no 4 Prestij evleri sitesi C blok daire 40 kat 0 görevli dairesi REFET BELE KARABAĞLAR İzmir,4358
Cahit gündüz cad no 25 Cunda balık Fethiye ,8873
Selçukbey mahallesi 660 sokak 19/2 Denizli,987
"Kabakum mahallesi, Bankacilar sitesi, 11. Sokak , 7 numara Dikili / İzmir 7 numara",8644
73 sokak no 1 kat 2 daire 4 Karabiber Apt.,3952
"Akyarlar Mahallesi, Yeni Ülkü Sitesi, Akasya Sokak, No: 60, Bodrum / Muğla AKYARLAR BODRUM Muğla",9505
Aktur Tatil Sitesi C Mahallesi No:354 EMECİK MAH,9131
Cumhuriyet mah• Atatürk cad. No:Fethiye (Cem Optik),8805
"30 AGUSTOS MAHALLESI MUTLUKENT APARTMANI BINA 8,KAT 2, DAIRE 6 MENEMEN IZMIR 30 AGUSTOS MAHALLESI MU MENEMEN",7406
Güzelhisar mahallesi 69 sok no:12 K:5 d:10 güven apt Efeler aydın  GÜZELHİSAR EFELER Aydın,1437
"Ovaeymir mahallesi İsmet Sezgin bulvarı 3209 sokak no 1
By makas erkek kuaförü ⁠Efeler
Aydın
Türkiye",1195
"Mevlana Mahallesi, 1730/2 sokak Myvia Bornova Evleri, no: 7 A daire:31 Bornova İzmir",6147
Mehmet Akif Ersoy mahallesi 232 sokak no 3kat4,5044
Şehitler Mh Ankara Asfaltı CD No 143 Pilot Garage Binası ŞEHİTLER TURGUTLU Manisa,6866
1100/3sk no 1 d4 evka1 buca izmir deniz apartmanı daire 4 ,4563
İşbilen Sk. No.8 Kat1 Beyaz iki katlı ev TURGUTALP SOMA Manisa,8698
İsmetpaşa mahallesi 70/1 ok panaroma sitesi C blok daire:11 dikili izmir,8495
Lalapaşa mahallesi 3706sokak no2/1 hüseyin kahya apartmanı yunusemre manisa LALAPAŞA YUNUSEMRE Manisa,7628
Beyazevler Mah. Optimum hakan dovizBeyazevler mah. Akçay cad. No:103Hakan döviz  Optimum Gaziemi,3230
MEVLANA Mah. 1722 dok no:39 mcp park sitesi b blok kapı no:5 ,5564
Prometsan Demir Çelik A. Ş. Eskihisar Mh. 8000 Sk. 35/AB M. Efendi ESKİHİSAR MERKEZEFENDİ Denizli,1166
Umurlu mahallesi 4119. Sokak 39a,1638
Zeytinköy Mahallesi Zeytin Caddesi no:24 daire:3 modelist erkek kuaförü üstü.  Pamukkale Denizli,446
4174/1 no21 kat2 yeşilova mah. Bornova/İzmir,5377
"Atatürk Cd. ( Rüya Evleri Sitesi )
A2 Blok - Daire:9 - Kat:3 FATİH GAZİEMİR İzmir",2985
SİTELER MAH siteler mahallesi 428 sokak no 10 Şubat sitesi C blok kat 2 D 9,8199
8712 sokak no 53 daire 12 k.çiğli mah.çigli izmir,7193
EFELER MAH 1410 SOKAK NO 6 KAT 1 DAİRE 2 DİDİM / AYDIN,95
GURLEYIK MAHALESI 606SOKAK NO9 GAMATEKS,1139
"Konuk Sk. 40, 35430 İzmir, Urla
Çınar Apartmanı",3048
754 sk 4/2 SEYİT AHMET AKHİSAR Manisa,8457
"Dalaman Açık Ceza İnfaz Kurum Müdürlüğü 
Dalaman/Muğla",9230
YAKA MAH. 6. GÖÇMEN SOKAK NO10 2.ZİL  URLA / İZMİR NO.: 10 KAT: 2 DAIRE: 2 URLA İzmir TR ,3044
Konak mahallesi 852 sokak no:1/E KONAK İZMİR  Nirvana spor ,5083
Enver Paşa bulvarı  ihlas sitesi e blok doğu girişi no 36 e/2,1288
Umurbey Mh Sanayi sitesi 27.sokak no:2,2454
5. Sok G1 daire:6,631
"BOSTANLI MAH. MAVISEHIR, CAHER DUDUYEV BULVARI, KOÇTAS  AVM 7/201 MACFIT, 35590 ÇIGLI KARSIYAKA",6693
Başkarcı mah. Hanönü cad. No:26 Merkezefendi/DENİZLİ,627
"ATIFBEY Mah. Atıfbey mahallesi, 6 sokak, no:51, kat:3 daire:3, Gaziemir / İzmir ",3145
7370 sokak /4 no:25/A kat:2 YAMANLAR BAYRAKLI İzmir BAYRAKLI İzmir TR ,6762
Clup Flipper sokak Clup Flipper devre mülk 24/4 DİRMİL BODRUM Muğla,10022
116. Sk no:13 kat:4 daire:6 göztepe mahallesi,4270
711/2no 15kat 3 Azize’ye mahallesi,4985
Ova sokak no:7 bahar konaklarına girmeden giriş kapısını geçince sağdaki ilk 2 katlı Ev giriş kat BEÇİN MİLAS Muğla,10299
Yalıkavak mahallesi Küdür caddesi No:43 Çaça Restaurant Çaça Restaurant,10016
2196/2 sokak no4 kat2 cengizhan mahallesi bayraklı izmir,6437
Cumhuriyet mah.Severcan cd. Kale Konut Sitesi F Blok no:49 Gümbet-Bodrum / Muğla,9773
1249 SK NO:14/B GÖZDE ECZANESİ,7553
güzelyurt mahallesi intercity 1 sitesi b blok kat:1 daire:4 yunusemre manisa ,7925
Özdere gertur sitesi no 111,2018
Kahramanlar Cd. 63/A ugurlu halı  CAMİKEBİR KUŞADASI Aydın,1478
Ata mah doğu çevre bul no 56 k3 d12 efeler Aydın Efeler,1281
Mansuroğlu Mah.286 Sok No:4 Kat:18 D:255bayraklı/izmir Ontan Residence,5686
toki konutları kt 1 .1 daire 8,518
ATIFBEY Atıfbey mah 67 sok no:43 daire:8 Gaziemir İzmir ,3160
288/12 sokak no:23 d:3 fırat mahallesi buca izmir,3386
Camikebir mahallesi 87/5 sokak no:9 d:2 seferihisar İzmir CAMİKEBİR MAH,2419
1021 SOKAK NO 4,3071
6523 sokak soyak sitesi B giriş D 9 blok kat:13 daire:74 mavişehir izmir  YALI KARŞIYAKA İzmir,6691
"Bahçelievler mah.7002 sok.no.1, Şahin pastanesi yani Turgutreis, Bodrum",9579
274/5 sok.No:19 D:14 Deniz apt.Kat:2 MANAVKUYU BAYRAKLI İzmir,6060
Narlı mah.Mithatpaşa Cad. No:369 Sevgi aprt. Daire 8 Narlıdere İZMİR ,4058
1256 sokak no:12 daire:30 CUMHURİYET BUCA İzmir,4615
Şemikler mah. 3007 sok. No.9 kat 3 daire 14 MerkezefendiDenizli,1084
Selvilitepe mah dursun savcı sok musal sitesi c blok daire 20 SELVİLİTEPE TURGUTLU Manisa,6844
Eğitim mahallesi Köroğlu sokak no 3 daire 2 Gökçe apartman Balçova İzmir,4172
bahar mahallesi 2936 sokak doğangir sitesi lale apartmanı no:4 daire:16 karabağlar izmir bahar mah,4389
MURADİYE MAHALLESİ 201 SOKAK NO 5 /3 MANİSA,8037
 Ata Mah. ata mahallesi oruç reis sokak no:5 daire :6 bergama apartmanı menderes/izmir,2838
eskiköy CAD.no25 EKŞİLİYURT ORTACA Muğla,9410
1024 sokak 49 blok yağmur apartmanı 16/B Evka 4 Bornova İzmir (bahçedeki dukkan ),7067
Düşler yakası sitesi soğucak mh 4830 sk. No: 1J Kuşadası Aydın  SOĞUCAK KUŞADASI Aydın,704
Cumhuriyet Mh. cumh. mh.cumh.cd.no 45/a efeler/aydın EFELER AYDIN,1391
Çakabey Mahallesi 2200 Sokak Dış Kapı No:39 Çeşme-İzmir ÇAKABEY MAH,2925
1409 Sk Çağlayan sitesi no 6 daire 1 kat 1,3718
Mehmetçik mahallesi 1296.sokak no:38 Kabakoglu apartmani kat:3/6,665
4 eylül mahallesi 240 Sokak No:11/3 ,7361
YENİ MAH 36 sk mimarisinin cd. Dış kapı 27 zemin kat,282
Turgutalp mahallesi Bergama caddesi no 225Soma Devlet Hastanesi,8694
5003 sokak numara 58 medicana çeşme tıp merkezi,2849
Cukuralti mah. 2189 sok. No.26/29 menderes izmir ÖZDERE CUMHURİYET MENDERES İzmir,2004
Pelitlibağ mah. 1093 sok. No. 44 Pamukkale Denizli,805
Süleyman Demirel mah 1117 şok no:2/d yeşil inci sitesi d blok daire 7 ödemiş izmir İzmir Ödemiş,2612
sehit sukru uzun sokak no 32 daire 3 nurgoren apt,2533
Menderes mahallesi bayrak caddesi no 56 kat daire 4 İzmir/sarnıç,2843
ATATÜRK MAH Çiğdem Sk No:18A SÖKE AYDIN Kat :1 Ev,610
AKYARLAR MAHALLESİ Akyarlar Mahallesi Akçabük Sokak Begonvi l Sitesi 62 Turgutreis Akçabük Bodrum    BODRUM MUĞLA Türkiye,9505
merkez 65 sok No:273 Daire:a DÖRTTEPE DÖRTTEPE ,10297
İsmet İnönü Bulvarı Çamlıçay Mahallesi no:134 D/7 Zeytinpark Evleri Zeytinalanı Zeytinpark Evleri,3567
BARBAROS MAH barbaros mh. 4407. sk. No:1 06/7 ev,7851
431 SOK. OCAK SİTESİ D BLOK KAT 5 DAİRE 11 ,8191
Ayrancılar mahallesi pancar organize sanayi bölgesi 4. Cadde no:6 Torbalı İzmir ,2173
"8927/3 SOKAK NO:5 D BLOK D:9 PRESTİJ SİTESİ ÇİĞLİ 035,
İzmir,
TR / ",7323
dere mah. 10.sok no:5 DERE DERE ,46
PROFESÖR YUSUF VARDAR SOKAK NUMARA 21/6 KARŞIYAKA İzmir TR ,5600
163 SOK. NO: 5 KEMALPAŞA MAH. İZMİR/MENDERES ,2712
YavansuMh. Batıyakası Sitesi Manolya Sokak D31 86S,825
Karabağlar Belediyesi Nasreddin Hoca Çocuk Kültür Bilim Merkezi  Yurtoğlu Mah. 3945/6 Sk. Karabağlar/İZMİR,3366
16032. sok 32   2,2811
8087/13. Sk. no 34 kat:2 daire:8 çigli izmir YAKAKENT ÇİĞLİ İzmir,7205
50.yıl mahallesi 6126 sokak no/6 Daire:4 Yunusemre/Manisa ,7946
"137/3. Sk. 17, Sığacık Mh Kat:2 Daire:9 No:17",2424
1202 TAKSIM 1 SOKAK NO 15H HALKAPıNAR MAHALLESI GıDA ÇARŞıSı KONAK İZMIR,5330
Adnan menderes bulvarı efeler mah. Sunset court sitesi,97
Sultanhisar ilçe devlet hastanesi,1751
"Alparslan türkeş blv. Ali İpek İş Merkezi  ipek marketin orası fırat penin üstü bina no:14/E
kat:2
 ÇIRKAN BODRUM Muğla",9868
2. Anafartalar mah. 1509 sokak no.1 daire. 7 coyrat apartmanı,7884
MUSALLA MAHALLESİ 1106 SOKAK NO 1 ÇEŞME MARİNA CARFOURSA KARŞISI İZSU TESİSİ ÇEŞME İZMİR ÇEŞME / İZMİR,3070
TURAN MAHALLESI ZIYA GOKALP CADDESI NO:106/A BEYDAGLI SURUCU KURSU,1827
Manisa Kula 4 Eylül mahallesi 234 sokak no32/1 Manisa Kula İlk adım anaokulu,7354
"Muğla, Bodrum, Çarşı Mah. 1013sokak No1",9710
4104. Sk. No.25 Azim Çelik inş. Daire.5 Seyrek GAZİ MUSTAFA KEMAL MENEMEN İzmir,7473
İzmir buca şirinyer Efeler mahallesi 334sokak no25 daire4 EFELER BUCA İzmir,4496
206 sokak Atatürk mahallesi kat 8 daire 23 Buca İzmir ,4020
Bornova /Mevlana mah. 1702/2 sokak  mercan park 2 apt. no 1  kat 4 daire 20,5739
Atıfbey Mahallesi 6/1 sokak no 4 /E,3141
GÜMÜŞÇAY MAHALLESİ 4056 SOKAK NO 2 KAT 4 DAİRE 7,1013
5216sok no 47 A barbaros MH Çamdibi Kerem market ,5496
" Atatürk Mah. Atatürk Mah., 19 sokak no9 kat2 daire 4  Foça, İzmir",8046
1615/20 sokak no 11,6467
peker mahallesi 1702 sokak no:30/2 şehzadeler MANİSA,7872
Cumhuriyet mahallesi. Sarol sok. No:7 ORTACA Muğla,9322
Ergenekon mahallesi yalçınlar sokak daire 6 kat 2 no 26 TURGUTLU Manisa,6884
"Yalı Mahallesi 6332 Sokak, No. 1
",3014
KEMER MH 1677SK NO 23 EFELER/AYDIN EFELER AYDIN,1577
 Armutalan Mah. Belediye caddesi no:1 kapı:4A/1 Muski bi nası Büyükşehir Zabıta ofisi,9339
Korutürk mahallesi ekin Sokak no 16 kat 2 daire 5 Balçova/İzmir,4147
Hacı isa mh yeni otopark sk deniz apt no:13 d:16 şoförler derneği üst kati,3051
Tuna mahallesi sanat CD no 61 kat 3,5363
Toki Toplu Konut Alanı Küme Evleri 16/5 C1-4 daire :8,2169
"Bozyaka, Çalıkuşu mahallesi, 3206 sokak Park apartmanı no2, daire 16, kat 5",4422
YENİ SANAYİ MAHALLESİ 523 SOKAK E/3 BLOK NO:15,1771
Muğla Menteşe emirbeyazıt mahallesi stadyum sokak no7 ülkütaş apartmanı daire 18,10215
Adnan Menderes Mh 134 Sokak no 14 /2,7730
Akdeniz Mahallesi Fevzipaşa Bulvarı No 14/704,5061
Izmir Aydin Caddesi TUKAS GIDA No:51,2174
816 SK. NO 51/A MÜŞTERİ ARANACAK İÇERİK:GIDA,3218
İzmir bornova erzene mahallesi ankara caddesi no 172 / 28 kampüs içindeki kyk yurdu ERZENE BORNOVA İzmir,5781
Gazipaşa Mah. Gazipaşa Mah. 63.sokak No:35 Ayşenaz Apt. K:3 D:5 Ayşenaz Apt. K:3 D:5,8485
2318 sok. İçirr apt. No:4/C,7861
"İzmir  / Bayraklı Yamanlar Mahallesi 
7305 Sokak No - 1/ A Yamanlar Mahallesi 
 YAMANLAR BAYRAKLI İzmir",6409
HACI İSHAK MAHALLESİ 249SOKAK TOKİ EVLERİ Y19 BLOK DAİRE 11 KAT 5 ,8360
Gölköy Mah Kaleyıkığı mah. 64 sok. No.4 bodrum/gölt ürkbükü     Bodrum Muğla Gölköy Mah    Bodrum MUĞLA Türkiye,10037
2178 SOKAK NO:6 KAT:2,1567
ÇİFTLİK MAH. 16 SK. NO:19/A ÇİFTLİK ÇEŞME İzmir,2827
Yeşilova mahallesi. 4055.sokak no:1 Altınışık Kumaşçılık,5393
6248. Sk. Soyuçok Apartmanı No:5 daire:12 SİTELER PAMUKKALE Denizli,555
Yeni mah. 28 sokak ege hayat sitesi no. 62/a  Kat 1 daire 1,1806
SART Mah. Sart mahallesi Pınar sokak No:16 Manisa Salihli  ,7127
NECDET BUKEY CD 200/1 SK NO 3/1,6539
Mevlana cad. Nirvana park sitesi c blok kat 4 daire 13 ,1367
"Mithatpasa mah. Mitatpasa cad. Kervan işhani kat : 1 no:137 /107salihli/ Manisa
Mithatpasa mah. Sevgiyolu cad. Kervan işhani kat : 1 no:116 salihli/ Manisa",6588
soğuksu mah. sümer oral cad. no 202 alaşehir-manisa alaşehir,3323
ATATÜRK OSB 10016 sokak no. 62 a. O. S. B ATATÜRK OS B ÇİĞLİ İzmir ATATÜRK OSB    Çiğli İZMIR Türkiye,7160
YENİ MAH İSMET SEZGİN MESLEKİ TEKNİK ANADOLU LİSESİ MODA TASARIMI BÖLÜMÜ BURDA TEMMUZ 2025,282
Tilkilik mahallesi  saçak çeşme meydanı vestel karşısı berber ahmey,2246
Atatürk mahallesi 865 . sokak no 58 kat 2,6512
Zafer mah 6 eylül sok no 15 ,1760
Akyarlar Mah Barış manço cad. 9/1,9508
GÜVEN MAH. 387 SOKAK NUMARA 15 DAIRE 6 SIRINYER BUCA,4467
Salihler Altı Cd. 7/3 SALİHLER DİKİLİ İzmir,8667
İNÖNÜ MAH İnönü Mah. 6732/3 Sok. Kaya Prestige Konutları A 303 D:15 Karşıyaka/ İzmir,7016
Konacık Mahalles Gazderesi caddesi No21/9 Bodrum Muğla 21 / 9,9894
Karabag mah.Kaykacak cad.No:50/3 Turgutreis,9602
MUĞLA FETHIYE KARACULHA MAHALLESI 212TAKSIM1SOKAKNO1,8925
 Güzelçamlı Mah. Kestane Sokak no 8/21 Bozkir Apartman ,290
613 SOKAK LAVIN PARK REZIDANS BLOK A DAIRE 6,1502
7026/1 sokak no 1 Pınarbaşı izmir,5748
Savuca mah 10 sokak no 14 kat 3,386
85.yıl cumhuriyet mah. armutlu izmir cad. no:97 iç kapı no:4 ARMUTLU 85. YIL CUMHURİYET KEMALPAŞA İzmir,4919
GÜNLÜKBAŞI POLİS KARAKOLU  FETHİYE MUĞLA,9012
Mehmet Akif cad no:2 kat:2/204 eroğlu iş merkezi,4468
ISLAMHANELERI MAH. ECZACILAR CADDESI ECZACILAR SITESI K3A GÜRECE BAGLA MEVKII BODRUM,9622
Vatan Mahallesi 9105 Sokak 67/1 Utku Apartmanı Kat 2 Daire 3  KARABAĞLAR İzmir,4315
Aydın Adnan Menderes Üniversite Hastanesi Fizik Tedavi Polikliniği Fizyoterapistler Odası Oda No 8 Efeler Aydın,1634
Muzaffer Dontlu Cad. No 3 Fethiye Gençlik ve Spor İlçe Müdürlüğü,8820
YENİ CAMİ Yenicami mahallesi güvercin sokak özgür yaşam apartmanı daire :33 AYDIN/SOKE,488
Mustafa ismet inönü caddesi istiklal mahallesi no 91 kat 2 daire 3 kemalpaşa ulucak izmir,6542
Poligon mah. 123/12 sok. No:1 kat:5 daire:12 alya panoroma sitesi POLİGON MAH,4267
İskele Mah. Hürriyet Cad. No:27 (My Marina Select Hotel) ,9101
Yenı mahalle çağatay sokak no 25 daıre 3,8219
Denizyıldızı sitesi a blok kat:4 faire:7 Kadınlar Denizi,1320
Efeler Mahallesi 1402 Sokak No:3 Daire:4 Orman İşletme Lojmanı Efeler/Aydın  ,1382
Salimbey Mh 17 Sk No.2A FREYA TAKI ,8504
Orta mah. 217.sk Central Life 256 Apt kat 1 daire 10 a Central Life 256 Apt kat 1 daire 10,1427
